Receptor,UniGene,Test Ligand Name,NCI,Ki (nM),PubChem,ChEBI,Hot Ligand,Species,Source,Reference 
5-HT1A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR1A,OLANZAPINE,N/A, 2 720.000,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-8-OH-DPAT,HUMAN,CLONED,http://www.ncbi.nlm.nih.gov:80/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8935801&dopt=Abstract#http://www.ncbi.nlm.nih.gov:80/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8935801&dopt=Abstract# 
5-HT1A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR1A,OLANZAPINE,N/A, 2 063.000,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-8-OH-DPAT,HUMAN,CLONED,http://pdsp.med.unc.edu/pdsp.php 
5-HT1A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR1A,OLANZAPINE,N/A, 2 063.000,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-8-OH-DPAT,HUMAN,CLONED,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12629531&dopt=Abstract 
5-HT1A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR1A,OLANZAPINE,N/A, 3 442.000,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-8-OH-DPAT,HUMAN,CLONED,https://www.sciencedirect.com/science/article/pii/S0223523418300023?via%3Dihub#! 
5-HT1A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR1A,OLANZAPINE,N/A, 2 063.000,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-8-OH-DPAT,HUMAN,CLONED,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=15615863&query_hl=1 
5-HT1A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR1A,OLANZAPINE,N/A, 3 442.000,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-8-OH-DPAT,HUMAN,CLONED,https://pubmed.ncbi.nlm.nih.gov/22926225/ 
5-HT1A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR1A,OLANZAPINE,N/A,610,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-8-OH-DPAT,HUMAN,BRAIN,http://www.ncbi.nlm.nih.gov:80/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11132243&dopt=Abstract 
5-HT1A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR1A,OLANZAPINE,N/A, 2 041.738,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-WAY100635,HUMAN,CLONED,https://www.sciencedirect.com/science/article/pii/S0014299901011888?via%3Dihub 
5-HT1A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR1A,OLANZAPINE,N/A, 1 737.801,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-WAY100635,HUMAN,CLONED,https://journals.prous.com/journals/servlet/xmlxsl/pk_journals.xml_summaryn_pr?p_JournalId=6&p_RefId=908643 
5-HT1A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR1A,OLANZAPINE,N/A, 2 100.000,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-WAY100635,HUMAN,CLONED,Hirose  Tsuyoshi.  et. al  2005 
5-HT1A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR1A,OLANZAPINE,N/A, 1 114.000,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,3H-WAY100635,HUMAN,CLONED,http://pdsp.med.unc.edu/pdsp.php 
5-HT1A,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=unigene&dispmax=100&term=HTR1A,OLANZAPINE,N/A, 2 100.000,http://www.ncbi.nlm.nih.gov/pccompound?term=132539-06-1,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=134197,UNDEFINED,HUMAN,UNDEFINED,https://www.ncbi.nlm.nih.gov/pubmed/18595716 
